date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2019-04-09,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-04-10,399087001,19.99,5,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.008001578969615545
2019-04-11,399087001,19.99,3,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-04-15,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-04-16,399087001,17.99,1,0.62,0.55,0.36,0.18,0.5,0.62,0.22,0.55,0.3,0.38,0.12,0.16,0.74,0.19,0.44,0.03,0.1,0.26,0.103,0.05,0.3,0.07,0.15,0.5,0.16,0.28,0.22,0.26,0.23,0.18,0.35,0.1,0.38,0.3,0.09,0.09,0.7,0.07,0.11,0.33,0.18,0.06,0.58,0.18,0.4,0.25,0.38,0.03,0.05,0.05,1,0.007958398401713473
2019-04-19,399087001,16.99,4,0.68,0.7,0.4,0.28,0.65,0.66,0.26,0.8,0.45,0.45,0.14,0.18,0.7,0.22,0.5,0.03,0.14,0.3,0.11,0.07,0.34,0.09,0.2,0.65,0.18,0.22,0.28,0.29,0.3,0.22,0.45,0.13,0.55,0.45,0.12,0.12,0.76,0.08,0.15,0.38,0.25,0.11,0.66,0.22,0.5,0.35,0.5,0.05,0.06,0.06,1,0.008201600944429475
2019-04-20,399087001,19.99,6,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-04-23,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-04-28,399087001,19.99,3,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,3,0.008001578969615545
2019-05-01,399087001,19.99,0,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-05-02,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,4,0.008001578969615545
2019-05-08,399087001,19.99,0,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.008001578969615545
2019-05-09,399087001,19.99,4,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,3,0.008001578969615545
2019-05-10,399087001,19.99,3,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-05-14,399087001,17.99,3,0.62,0.55,0.36,0.18,0.5,0.62,0.22,0.55,0.3,0.38,0.12,0.16,0.74,0.19,0.44,0.03,0.1,0.26,0.103,0.05,0.3,0.07,0.15,0.5,0.16,0.28,0.22,0.26,0.23,0.18,0.35,0.1,0.38,0.3,0.09,0.09,0.7,0.07,0.11,0.33,0.18,0.06,0.58,0.18,0.4,0.25,0.38,0.03,0.05,0.05,1,0.007958398401713473
2019-05-15,399087001,17.99,0,0.62,0.55,0.36,0.18,0.5,0.62,0.22,0.55,0.3,0.38,0.12,0.16,0.74,0.19,0.44,0.03,0.1,0.26,0.103,0.05,0.3,0.07,0.15,0.5,0.16,0.28,0.22,0.26,0.23,0.18,0.35,0.1,0.38,0.3,0.09,0.09,0.7,0.07,0.11,0.33,0.18,0.06,0.58,0.18,0.4,0.25,0.38,0.03,0.05,0.05,1,0.007958398401713473
2019-05-18,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-05-19,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.008001578969615545
2019-05-28,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-05-30,399087001,19.99,4,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-06-05,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-06-08,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.008001578969615545
2019-06-19,399087001,17.57,3,0.64,0.58,0.37,0.2,0.53,0.63,0.23,0.58,0.33,0.4,0.13,0.17,0.73,0.2,0.46,0.03,0.11,0.27,0.104,0.06,0.31,0.08,0.16,0.53,0.17,0.25,0.24,0.27,0.25,0.2,0.38,0.11,0.4,0.33,0.1,0.11,0.71,0.065,0.12,0.35,0.21,0.08,0.6,0.2,0.43,0.28,0.4,0.04,0.06,0.05,1,0.008035657931929459
2019-06-21,399087001,19.99,0,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-06-22,399087001,9.99,3,0.88,0.7,0.5,0.38,0.72,0.78,0.35,0.85,0.35,0.6,0.24,0.3,0.4,0.3,0.7,0.09,0.45,0.45,0.14,0.28,0.6,0.18,0.38,0.8,0.3,0.07,0.86,0.5,0.38,0.38,0.66,0.3,0.5,0.5,0.4,0.22,0.9,0.12,0.11,0.55,0.25,0.2,0.86,0.4,0.55,0.6,0.5,0.25,0.18,0.22,1,0.008816283229601816
2019-06-25,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-06-30,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-08-02,399087001,19.99,4,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-08-03,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-08-16,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-08-31,399087001,19.99,3,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-09-05,399087001,19.99,5,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-09-10,399087001,15.99,2,0.72,0.86,0.42,0.33,0.88,0.68,0.28,0.92,0.62,0.48,0.16,0.2,0.65,0.24,0.55,0.04,0.18,0.32,0.115,0.09,0.38,0.1,0.26,0.86,0.2,0.18,0.33,0.31,0.45,0.25,0.58,0.15,0.72,0.6,0.14,0.16,0.8,0.09,0.18,0.42,0.38,0.14,0.7,0.28,0.65,0.5,0.62,0.06,0.07,0.08,1,0.008445132165385031
2019-09-13,399087001,9.99,1,0.88,0.7,0.5,0.38,0.72,0.78,0.35,0.85,0.35,0.6,0.24,0.3,0.4,0.3,0.7,0.09,0.45,0.45,0.14,0.28,0.6,0.18,0.38,0.8,0.3,0.07,0.86,0.5,0.38,0.38,0.66,0.3,0.5,0.5,0.4,0.22,0.9,0.12,0.11,0.55,0.25,0.2,0.86,0.4,0.55,0.6,0.5,0.25,0.18,0.22,1,0.008816283229601816
2019-09-17,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.008001578969615545
2019-09-18,399087001,17.99,2,0.62,0.55,0.36,0.18,0.5,0.62,0.22,0.55,0.3,0.38,0.12,0.16,0.74,0.19,0.44,0.03,0.1,0.26,0.103,0.05,0.3,0.07,0.15,0.5,0.16,0.28,0.22,0.26,0.23,0.18,0.35,0.1,0.38,0.3,0.09,0.09,0.7,0.07,0.11,0.33,0.18,0.06,0.58,0.18,0.4,0.25,0.38,0.03,0.05,0.05,1,0.007958398401713473
2018-09-22,399087015,19.99,1,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,4,0.007734512744343815
2018-10-04,399087015,19.99,2,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,2,0.007734512744343815
2018-10-05,399087015,19.99,3,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,5,0.007734512744343815
2018-10-07,399087015,19.99,3,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,3,0.007734512744343815
2018-10-08,399087015,16.99,3,0.81,0.55,0.49,0.4,0.5,0.63,0.51,0.4,0.35,0.57,0.175,0.21,0.67,0.33,0.7,0.1,0.088,0.26,0.1,0.1,0.33,0.14,0.31,0.42,0.39,0.33,0.18,0.46,0.16,0.255,0.41,0.05,0.42,0.28,0.07,0.08,0.87,0.27,0.09,0.5,0.12,0.13,0.77,0.33,0.4,0.36,0.13,0.17,0.085,0.14,2,0.008627744998694438
2018-10-10,399087015,15.99,5,0.86,0.72,0.54,0.55,0.72,0.66,0.55,0.65,0.48,0.62,0.2,0.24,0.7,0.36,0.73,0.11,0.1,0.32,0.11,0.14,0.37,0.16,0.41,0.65,0.42,0.36,0.22,0.5,0.25,0.28,0.58,0.06,0.6,0.4,0.1,0.12,0.9,0.3,0.14,0.56,0.22,0.2,0.82,0.43,0.58,0.68,0.18,0.2,0.1,0.17,4,0.00888925519644618
2018-10-12,399087015,15.99,2,0.86,0.72,0.54,0.55,0.72,0.66,0.55,0.65,0.48,0.62,0.2,0.24,0.7,0.36,0.73,0.11,0.1,0.32,0.11,0.14,0.37,0.16,0.41,0.65,0.42,0.36,0.22,0.5,0.25,0.28,0.58,0.06,0.6,0.4,0.1,0.12,0.9,0.3,0.14,0.56,0.22,0.2,0.82,0.43,0.58,0.68,0.18,0.2,0.1,0.17,9,0.00888925519644618
2018-10-20,399087015,19.99,1,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,2,0.007734512744343815
2018-10-22,399087015,19.99,2,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,2,0.007734512744343815
2018-10-29,399087015,14.99,4,0.9,0.85,0.58,0.6,0.8,0.68,0.58,0.72,0.52,0.65,0.22,0.28,0.72,0.4,0.75,0.12,0.11,0.35,0.12,0.18,0.4,0.18,0.43,0.7,0.45,0.4,0.28,0.55,0.3,0.3,0.7,0.08,0.55,0.45,0.12,0.16,0.92,0.31,0.18,0.6,0.28,0.24,0.85,0.48,0.6,0.75,0.22,0.25,0.12,0.2,1,0.00913365216985467
2018-11-01,399087015,19.99,2,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,2,0.007734512744343815
2018-11-05,399087015,19.99,0,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.007734512744343815
2018-11-12,399087015,17.99,4,0.74,0.3,0.43,0.25,0.3,0.58,0.45,0.25,0.22,0.5,0.14,0.15,0.6,0.28,0.65,0.075,0.065,0.2,0.085,0.06,0.25,0.11,0.22,0.22,0.33,0.27,0.13,0.38,0.11,0.21,0.26,0.03,0.3,0.18,0.05,0.06,0.82,0.22,0.06,0.42,0.07,0.07,0.7,0.22,0.22,0.2,0.09,0.13,0.055,0.1,2,0.008233954599005298
2018-11-13,399087015,19.99,1,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,5,0.007734512744343815
2018-11-15,399087015,19.99,3,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.007734512744343815
2018-11-21,399087015,16.99,0,0.81,0.55,0.49,0.4,0.5,0.63,0.51,0.4,0.35,0.57,0.175,0.21,0.67,0.33,0.7,0.1,0.088,0.26,0.1,0.1,0.33,0.14,0.31,0.42,0.39,0.33,0.18,0.46,0.16,0.255,0.41,0.05,0.42,0.28,0.07,0.08,0.87,0.27,0.09,0.5,0.12,0.13,0.77,0.33,0.4,0.36,0.13,0.17,0.085,0.14,1,0.008627744998694438
2018-11-25,399087015,19.99,4,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.007734512744343815
2018-11-27,399087015,19.99,5,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,3,0.007734512744343815
2018-11-29,399087015,19.99,0,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,2,0.007734512744343815
2018-12-02,399087015,19.99,1,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,2,0.007734512744343815
2018-12-04,399087015,19.99,2,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,2,0.007734512744343815
2018-12-06,399087015,19.99,2,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.007734512744343815
2018-12-08,399087015,19.99,4,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.007734512744343815
2018-12-09,399087015,15.99,1,0.86,0.72,0.54,0.55,0.72,0.66,0.55,0.65,0.48,0.62,0.2,0.24,0.7,0.36,0.73,0.11,0.1,0.32,0.11,0.14,0.37,0.16,0.41,0.65,0.42,0.36,0.22,0.5,0.25,0.28,0.58,0.06,0.6,0.4,0.1,0.12,0.9,0.3,0.14,0.56,0.22,0.2,0.82,0.43,0.58,0.68,0.18,0.2,0.1,0.17,1,0.00888925519644618
